rand_color,,,,
2,,,,
3,,,NOTES:,
2,,," - Do NOT modify the first row, although you may modify, add, or delete any other row in this file.",
3,,, - Remember that this file is ONLY a template and should NOT be used as-is as your allocation table.,
2,,, - You do not have to delete this 'notes' column when uploading your allocation table (it will be ignored).,
3,,, - Below is a list of all raw coded values and their corresponding option labels for each strata field and/or Data Access Groups.,
2,,,,
3,,,"Values/labels for ""rand_color"" (Randomize?):",
2,,,2,Red
3,,,3,Green
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
3,,,,
2,,,,
